,sentence_index,sentence_original,clause,term,opinion,category,polarity,polarity_score
466,402,the best place to stay in ho chi minh city,the best place to stay in ho chi minh city,place,best,Branding,Positive,0.9661
467,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,we stayed for two nights just before returning home,,,Experience,Neutral,0.9322
468,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,the owner was very welcoming and kind,owner,"very welcoming, kind",Service,Positive,0.9927
469,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,and sent us pictures of the room in advance,owner,sent us,Service,Positive,0.5693
470,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,and answered questions and requests such as how to pay,owner,answered questions and requests,Service,Positive,0.9675
471,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,the room was clean and spacious with a great view,room,"clean, spacious, great view",Facility,Positive,0.9967
472,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc,"kitchen,washing machine,dishwasher","automatic, full",Facility,Neutral,0.8962
473,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,it was very comfortable on the first floor,,comfortable,Experience,Positive,0.9924
474,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,there was a seven bathroom at the roof with a nice view,bathroom,nice view,Facility,Neutral,0.7313
475,403,we stayed for two nights just before returning home the owner was very welcoming and kind and sent us pictures of the room in advance and answered questions and requests such as how to pay the room was clean and spacious with a great view a kitchen and a full automatic washing machine with cooking utensils and a dishwasher etc it was very comfortable on the first floor there was a seven bathroom at the roof with a nice view and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,Clause: and a pool with hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot hot,pool,,Facility,Neutral,0.95
476,404,i don t know,i don t know,,don t know,Experience,Neutral,0.876
477,405,very good,very good,,very good,Experience,Positive,0.9977
478,406,from the meeting to the location everything was top notch thank you very much,from the meeting to the location everything was top notch,location,top notch,Amenity,Positive,0.996
479,406,from the meeting to the location everything was top notch thank you very much,thank you very much,,thank,Service,Positive,0.9932
480,407,very good,very good,,very good,Experience,Positive,0.9977
481,408,she was a very nice lovely owner,she was a very nice lovely owner,owner,"very nice, lovely",Service,Positive,0.9966
482,411,very nice apartment were there for 4 days and can really only report good,very nice apartment,apartment,very nice,Branding,Positive,0.9971
483,411,very nice apartment were there for 4 days and can really only report good,were there for 4 days,apartment,,Experience,Neutral,0.9197
484,411,very nice apartment were there for 4 days and can really only report good,can really only report good,,good,Experience,Positive,0.9886
485,414,location was a bit out of the way about a 45 minute walk to the center but with a tomb everything could be reached quickly and cheaply,location was a bit out of the way about a 45 minute walk to the center,location,a bit out of the way,Amenity,Negative,0.8931
486,414,location was a bit out of the way about a 45 minute walk to the center but with a tomb everything could be reached quickly and cheaply,with a tomb everything could be reached quickly and cheaply,,"quickly,cheaply",Amenity,Positive,0.9207
487,415,please note the gym in the building is not included in the price,please note the gym in the building is not included in the price,gym,not included,Amenity,Negative,0.6294
488,416,fantastic apartment at the manor hotel,fantastic apartment at the manor hotel,apartment,fantastic,Branding,Positive,0.9922
489,419,the pool is stunning with a magnificent view,the pool is stunning with a magnificent view,pool,"stunning, magnificent",Facility,Positive,0.9842
490,420,nothing at all,nothing at all,,nothing at all,Experience,Negative,0.7589
491,421,very good,very good,,very good,Experience,Positive,0.9977
492,423,there s a convenience store on the first floor and the hostel has all the cooking facilities the fridge the washing machine the electronics and i think it s a good place to stay for a long time,there s a convenience store on the first floor,convenience store,,Amenity,Neutral,0.9187
493,423,there s a convenience store on the first floor and the hostel has all the cooking facilities the fridge the washing machine the electronics and i think it s a good place to stay for a long time,the hostel has all the cooking facilities the fridge the washing machine the electronics,hostel,has all the cooking facilities,Facility,Positive,0.617
494,423,there s a convenience store on the first floor and the hostel has all the cooking facilities the fridge the washing machine the electronics and i think it s a good place to stay for a long time,i think it s a good place to stay for a long time,hostel,good,Branding,Positive,0.9921
495,425,it s also a big advantage to have free looptop grass,it s also a big advantage to have free looptop grass,free looptop grass,big advantage,Facility,Positive,0.9672
496,427,there s not a lot of places to walk around and eat but you could order from the grab so it wasn t a big problem,there s not a lot of places to walk around and eat,place,not a lot of,Amenity,Negative,0.7343
497,427,there s not a lot of places to walk around and eat but you could order from the grab so it wasn t a big problem,but you could order from the grab so it wasn t a big problem,,wasn t a big problem,Amenity,Positive,0.6592
498,428,magnifique,magnifique,,magnifique,Experience,Positive,0.9916
499,430,you can go with your eyes closed i highly recommend thank you again,you can go with your eyes closed,,,Experience,Positive,0.9459
500,430,you can go with your eyes closed i highly recommend thank you again,i highly recommend,,highly recommend,Loyalty,Positive,0.9901
501,430,you can go with your eyes closed i highly recommend thank you again,thank you again,,thank,Service,Positive,0.9634
502,432,very good,very good,,very good,Experience,Positive,0.9977
503,433,very friendly host,very friendly host,host,friendly,Service,Positive,0.9805
504,434,it s a nice place with a nice view from the window,it s a nice place with a nice view from the window,"place,view","nice, nice",Branding,Positive,0.9965
505,435,it s a spacious room,it s a spacious room,room,spacious,Facility,Positive,0.996
506,436,a pool with a good view,a pool with a good view,pool,good view,Facility,Positive,0.9202
507,439,i booked for 20 days,i booked for 20 days,,,Experience,Neutral,0.973
508,440,really high,really high,,really high,Experience,Neutral,0.9277
509,441,it s super comfortable and on top of it it s very clean so we can ask for housekeeping if we need it,it s super comfortable,,super comfortable,Experience,Positive,0.998
510,441,it s super comfortable and on top of it it s very clean so we can ask for housekeeping if we need it,it s very clean,,very clean,Facility,Positive,0.9969
511,441,it s super comfortable and on top of it it s very clean so we can ask for housekeeping if we need it,so we can ask for housekeeping if we need it,housekeeping,,Service,Neutral,0.476
512,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,not far from the city center,,not far,Amenity,Positive,0.853
513,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,well secured,,well secured,Amenity,Positive,0.9745
514,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,the room on the 4th floor,room,,Facility,Neutral,0.8631
515,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,despite the building being on the main road,building,on the main road,Amenity,Negative,0.9066
516,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,no noisewell equipped,room,no noisewell equipped,Facility,Positive,0.997
517,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,no noisewell equipped washing machine ,washing machine,no noisewell equipped,Facility,Negative,0.9695
518,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,no noisewell equipped hot water,hot water,no noisewell equipped,Service,Negative,0.9032
519,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,no noisewell equipped air conditioning,air conditioning,no noisewell equipped,Facility,Negative,0.9043
520,442,not far from the city center well securedthe room on the 4th floor despite the building being on the main road no noisewell equipped washing machine hot water air conditioning we need it because it s hot ironing kitchen etc,we need it because it s hot ironing kitchen etc,air conditioning,we need,Facility,Neutral,0.5044
521,443,there s also a garbage dump not too far away to avoid the food smell if you re staying long also at this price the outdoor pool on the 25th floor cleaned and maintained by the building s staff we can t find better,there s also a garbage dump not too far away to avoid the food smell if you re staying long,garbage dump,not too far away to avoid the food smell,Amenity,Positive,0.5488
522,443,there s also a garbage dump not too far away to avoid the food smell if you re staying long also at this price the outdoor pool on the 25th floor cleaned and maintained by the building s staff we can t find better,also at this price the outdoor pool on the 25th floor cleaned and maintained by the building s staff,outdoor pool,cleaned and maintained by the building s staff,Facility,Positive,0.6906
523,443,there s also a garbage dump not too far away to avoid the food smell if you re staying long also at this price the outdoor pool on the 25th floor cleaned and maintained by the building s staff we can t find better,we can t find better,,can t find better,Experience,Positive,0.9752
524,444,i m sorry about that,i m sorry about that,,sorry,Service,Negative,0.653
525,445,very good,very good,,very good,Experience,Positive,0.9977
526,446,the rooftop pool is appreciated in such a hot city,the rooftop pool is appreciated,rooftop pool,appreciated,Facility,Positive,0.9777
527,446,the rooftop pool is appreciated in such a hot city,in such a hot city,city,hot,Branding,Negative,0.8978
528,447,the owner is very hospitable and kind let us check out later,the owner is very hospitable and kind,owner,"very hospitable, kind",Service,Positive,0.9902
529,447,the owner is very hospitable and kind let us check out later,let us check out later,check out,,Service,Neutral,0.9834
530,448,nada,nada,,,Experience,Neutral,0.8895
531,449,very good,very good,,very good,Experience,Positive,0.9977
532,450,accessible and pleasant 7 eleven pool just down the hall,accessible and pleasant,pool,"accessible, pleasant",Amenity,Positive,0.9924
533,450,accessible and pleasant 7 eleven pool just down the hall,7 eleven pool just down the hall,pool,just down the hall,Amenity,Positive,0.9659
534,451,very good,very good,,very good,Experience,Positive,0.9977
535,452,equipment swimming pool service,equipment,equipment,,Facility,Neutral,0.5289
536,452,equipment swimming pool service,swimming pool,swimming pool,,Facility,Neutral,0.9731
537,452,equipment swimming pool service,service,service,,Service,Neutral,0.9698
538,453,nh manager is friendly organizing and very responsive,nh manager is friendly,manager,friendly,Service,Positive,0.9854
539,453,nh manager is friendly organizing and very responsive,organizing,manager,organizing,Service,Positive,0.7187
540,453,nh manager is friendly organizing and very responsive,very responsive,manager,very responsive,Service,Positive,0.9965
541,454,it s a great hotel,it s a great hotel,hotel,great,Branding,Positive,0.9943
542,455,great hotel apartment we spent two nights in this apartment it s big very clean and well equipped,great hotel apartment,apartment,great,Facility,Positive,0.9862
543,455,great hotel apartment we spent two nights in this apartment it s big very clean and well equipped,we spent two nights in this apartment,apartment,spent two nights,Experience,Neutral,0.9589
544,455,great hotel apartment we spent two nights in this apartment it s big very clean and well equipped,it s big,apartment,big,Branding,Positive,0.8066
545,455,great hotel apartment we spent two nights in this apartment it s big very clean and well equipped,very clean,apartment,very clean,Branding,Positive,0.9961
546,455,great hotel apartment we spent two nights in this apartment it s big very clean and well equipped,and well equipped,apartment,well equipped,Facility,Positive,0.9942
547,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,the shower is large and closed rare in vietnam,shower,"large, closed rare",Facility,Positive,0.9572
548,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,there is a kitchen and a laundry dryer which is a huge plus,"kitchen,laundry dryer",huge plus,Facility,Positive,0.9423
549,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,the apartment is well located about 15 minutes by taxi from the 1 dinh district,apartment,well located,Amenity,Positive,0.975
550,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,is very nice helpful and welcomes you sends you messages for all the information wifi codes and others,,"nice, helpful, welcomes, sends, messages, information, wifi codes, others",Service,Positive,0.9954
551,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,he even made us come back early,,made us come back early,Service,Negative,0.8963
552,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,there is a swimming pool but i have not been there,swimming pool,,Facility,Positive,0.8514
553,456,the shower is large and closed rare in vietnam there is a kitchen and a laundry dryer which is a huge plus the apartment is well located about 15 minutes by taxi from the 1 dinh district is very nice helpful and welcomes you sends you messages for all the information wifi codes and others he even made us come back early there is a swimming pool but i have not been there i recommend this apartment with my eyes closed,i recommend this apartment with my eyes closed,apartment,recommend,Loyalty,Positive,0.9031
554,458,p s remember to buy laundry before you arrive,p s remember to buy laundry before you arrive,laundry,,Facility,Neutral,0.489
555,461,the owner has always been kind and available to any of our requests we highly recommend him thank you dinh,the owner has always been kind and available to any of our requests,owner,"kind, available",Service,Positive,0.9948
556,461,the owner has always been kind and available to any of our requests we highly recommend him thank you dinh,we highly recommend him,,highly recommend,Loyalty,Positive,0.9943
557,461,the owner has always been kind and available to any of our requests we highly recommend him thank you dinh,thank you dinh,,thank,Service,Positive,0.5798
558,462,i don t know,i don t know,,don t know,Experience,Neutral,0.876
559,464,apartament jest bardzo przestronny,apartament jest bardzo przestronny,apartament,,Facility,Negative,0.5059
560,465,netflix dzia a do tego pralka i suszarka,netflix dzia a do tego pralka i suszarka,,,Facility,Positive,0.8134
561,466,wietny widok prosto z ka apartament na 12 pietrze od strony okna tylko nizsze zabudowania,wietny widok prosto z ka apartament na 12 pietrze od strony okna,,,Facility,Positive,0.9858
562,466,wietny widok prosto z ka apartament na 12 pietrze od strony okna tylko nizsze zabudowania,tylko nizsze zabudowania,,,Facility,Positive,0.7775
563,467,bardzo dobry wyb r na d u sze pobyty,bardzo dobry wyb r na d u sze pobyty,,,Facility,Positive,0.9974
564,468,brak baru przy basenie,brak baru przy basenie,,,Facility,Negative,0.9479
565,470,the accommodation was excellent,the accommodation was excellent,accommodation,excellent,Branding,Positive,0.9897
566,471,,The service was excellent,service,excellent,Service,Positive,0.9933
567,471,,the staff was friendly,staff,friendly,Service,Positive,0.9932
568,471,,the room was clean,room,clean,Facility,Positive,0.9951
569,471,,the view from the balcony was amazing,view,amazing,Experience,Positive,0.9924
570,471,,the breakfast was delicious,breakfast,delicious,Experience,Positive,0.9858
571,471,,the noise level was high,noise level,high,Amenity,Negative,0.984
572,472,very good,very good,,very good,Experience,Positive,0.9977
573,474,majitel diny je neuv iteln starostliv a p telsk lov k,majitel diny je neuv iteln starostliv,,,Facility,Positive,0.9931
574,474,majitel diny je neuv iteln starostliv a p telsk lov k,p telsk lov k,,,Branding,Positive,0.5554
575,475,doporu il mi spoustu zaj mav ch m st a akc kter jsem b hem sv ho pobytu v ho chi minov m st mohl nav t vit,doporu il mi spoustu zaj mav ch m st a akc kter jsem b hem sv ho pobytu v ho chi minov m st mohl nav t vit,,,Facility,Positive,0.5279
576,476,byli jsme spolu v kontaktu po celou dobu m ho pobytu a trouf m si ct e jsme se stali p teli,byli jsme spolu v kontaktu po celou dobu m ho pobytu,,,Facility,Positive,0.6468
577,476,byli jsme spolu v kontaktu po celou dobu m ho pobytu a trouf m si ct e jsme se stali p teli,trouf m si ct e jsme se stali p teli,,,Loyalty,Positive,0.7617
578,477,apartm n byl perfektn ist a vo av,apartm n byl perfektn ist a vo av,,perfektn,Service,Positive,0.9678
579,478,na pokoji m te k dispozici pra ku i su i ku,na pokoji m te k dispozici pra ku i su i ku,,,Facility,Positive,0.9267
580,479,z okna ve 12,z okna ve 12,,,Facility,Positive,0.5251
581,481,t e ni kou na dortu je skv l baz n ve 25,t e ni kou na dortu je skv l baz n ve 25,,,Facility,Positive,0.7658
582,482,pat e kter m ete vyu vat zcela zdarma,pat e kter m ete vyu vat zcela zdarma,,,Facility,Positive,0.8653
583,486,l bilo se mi pln v e,l bilo se mi pln v e,,,Branding,Positive,0.8969
584,487,lovely room with everything on it lovely bed and a nice swimming pool,lovely room with everything on it,room,lovely,Facility,Positive,0.9931
585,487,lovely room with everything on it lovely bed and a nice swimming pool,lovely bed,bed,lovely,Facility,Positive,0.8925
586,487,lovely room with everything on it lovely bed and a nice swimming pool,a nice swimming pool,swimming pool,nice,Facility,Positive,0.994
587,488,lekker rustig en heel luxe,lekker rustig en heel luxe,,"rustig, luxe",Facility,Positive,0.9968
588,491,the boss is very enthusiastic,the boss is very enthusiastic,boss,very enthusiastic,Service,Positive,0.9497
589,494,a magnified apartment in saigon,a magnified apartment in saigon,apartment,magnified,Branding,Neutral,0.6901
590,495,very comfortable and everything perfect,very comfortable,,very comfortable,Facility,Positive,0.9973
591,495,very comfortable and everything perfect,everything perfect,,perfect,Experience,Positive,0.9969
592,496,the manager was constantly concerned that everything was perfect and i just had to enjoy it,the manager was constantly concerned that everything was perfect,manager,perfect,Service,Positive,0.9291
593,496,the manager was constantly concerned that everything was perfect and i just had to enjoy it,i just had to enjoy it,,enjoy,Experience,Positive,0.9596
594,497,the overall assessment is general sex is expensive,the overall assessment is general sex is expensive,overall assessment,expensive,Experience,Negative,0.9435
595,498,the hosts were very good and very friendly,the hosts were very good,hosts,very good,Service,Positive,0.9869
596,498,the hosts were very good and very friendly,the hosts were very friendly,hosts,very friendly,Service,Positive,0.9913
597,499,the housing facilities are rather old the ground is too slippery barefoot must pay attention i have fallen a bit,the housing facilities are rather old,housing facilities,old,Facility,Negative,0.9264
598,499,the housing facilities are rather old the ground is too slippery barefoot must pay attention i have fallen a bit,the ground is too slippery barefoot must pay attention,ground,slippery,Facility,Negative,0.9791
599,499,the housing facilities are rather old the ground is too slippery barefoot must pay attention i have fallen a bit,i have fallen a bit,ground,fallen,Experience,Negative,0.527
600,500,it s really bad,it s really bad,,bad,Experience,Negative,0.9917
